,job_title_short,salary_year_avg,salary_year_inflated
320532,Data Analyst,52500.0,54075.0
320553,Data Analyst,55000.0,56650.0
320579,Data Engineer,87500.0,90125.0
320664,Data Scientist,128000.0,131840.0
320672,Machine Learning Engineer,212500.0,218875.0
320677,Business Analyst,52500.0,54075.0
320732,Data Analyst,89204.0,91880.12
320766,Senior Data Analyst,90000.0,94500.0
320803,Data Engineer,115000.0,118450.0
320814,Data Analyst,70000.0,72100.0
320901,Data Analyst,93000.0,95790.0
320976,Machine Learning Engineer,79200.0,81576.0
320982,Data Analyst,100000.0,103000.0
321010,Data Analyst,72500.0,74675.0
321029,Data Scientist,70000.0,72100.0
321113,Data Analyst,100000.0,103000.0
321116,Data Scientist,123340.0,127040.2
321210,Data Analyst,83862.5,86378.375
321225,Machine Learning Engineer,218700.0,225261.0
321254,Data Analyst,130000.0,133900.0
321294,Data Scientist,147500.0,151925.0
321309,Business Analyst,75000.0,77250.0
321346,Data Analyst,156500.0,161195.0
321402,Senior Data Scientist,157500.0,165375.0
321607,Data Scientist,125000.0,128750.0
321617,Data Analyst,62500.0,64375.0
321660,Senior Data Scientist,180000.0,189000.0
321711,Business Analyst,79200.0,81576.0
321712,Data Scientist,88128.0,90771.84
321713,Data Engineer,155500.0,160165.0
321716,Data Scientist,122500.0,126175.0
321730,Senior Data Engineer,200000.0,210000.0
321751,Data Engineer,107730.0,110961.90000000001
321772,Business Analyst,72500.0,74675.0
321838,Data Analyst,63500.0,65405.0
321846,Data Analyst,80000.0,82400.0
321847,Senior Data Scientist,190500.0,200025.0
321868,Data Analyst,135000.0,139050.0
321875,Senior Data Analyst,105515.0,110790.75
321931,Data Analyst,60000.0,61800.0
321947,Data Engineer,60000.0,61800.0
321954,Business Analyst,85000.0,87550.0
321968,Data Analyst,163782.0,168695.46
321980,Senior Data Scientist,170500.0,179025.0
321996,Data Engineer,147500.0,151925.0
322118,Data Scientist,175000.0,180250.0
322132,Data Analyst,72500.0,74675.0
322252,Data Scientist,160000.0,164800.0
322286,Data Scientist,88708.0,91369.24
322296,Data Analyst,89100.0,91773.0
322340,Senior Data Scientist,153000.0,160650.0
322435,Senior Data Scientist,165000.0,173250.0
322577,Data Analyst,120000.0,123600.0
322617,Data Analyst,97500.0,100425.0
322626,Business Analyst,43200.0,44496.0
322678,Machine Learning Engineer,79200.0,81576.0
322724,Data Analyst,55000.0,56650.0
322770,Data Analyst,90000.0,92700.0
322930,Data Scientist,80000.0,82400.0
322992,Senior Data Analyst,90000.0,94500.0
323024,Data Analyst,78517.0,80872.51000000001
323065,Data Analyst,126452.0,130245.56
323168,Senior Data Scientist,200000.0,210000.0
323179,Data Scientist,120000.0,123600.0
323311,Data Engineer,146000.0,150380.0
323316,Data Analyst,100000.0,103000.0
323332,Data Analyst,109874.734375,113170.97640625
323334,Data Analyst,82500.0,84975.0
323378,Data Analyst,93950.0,96768.5
323430,Data Analyst,65000.0,66950.0
323458,Data Scientist,225000.0,231750.0
323517,Data Analyst,127500.0,131325.0
323586,Data Engineer,105000.0,108150.0
323673,Data Scientist,99150.0,102124.5
323717,Machine Learning Engineer,44418.5,45751.055
323755,Data Analyst,133000.0,136990.0
323874,Data Analyst,86000.0,88580.0
323959,Cloud Engineer,79200.0,81576.0
324133,Data Scientist,44100.0,45423.0
324156,Data Scientist,150000.0,154500.0
324186,Data Engineer,79200.0,81576.0
324193,Data Scientist,166941.5,171949.745
324229,Data Analyst,90000.0,92700.0
324250,Data Scientist,125000.0,128750.0
324286,Data Analyst,110000.0,113300.0
324340,Business Analyst,87500.0,90125.0
324479,Data Analyst,100000.0,103000.0
324610,Data Analyst,138615.0,142773.45
324623,Data Analyst,77500.0,79825.0
324773,Data Analyst,62500.0,64375.0
324917,Data Analyst,103504.34375,106609.4740625
324933,Data Analyst,116000.0,119480.0
325069,Data Analyst,70000.0,72100.0
325117,Senior Data Engineer,175000.0,183750.0
325127,Data Analyst,95000.0,97850.0
325169,Data Scientist,250000.0,257500.0
325282,Machine Learning Engineer,157000.0,161710.0
325303,Data Scientist,215000.0,221450.0
325337,Data Analyst,105000.0,108150.0
325338,Data Engineer,80850.0,83275.5
325476,Data Scientist,265500.0,273465.0
325533,Data Scientist,147500.0,151925.0
325558,Data Engineer,146000.0,150380.0
325576,Data Scientist,130000.0,133900.0
325662,Data Analyst,75000.0,77250.0
325707,Software Engineer,64800.0,66744.0
325810,Data Analyst,73000.0,75190.0
325822,Data Scientist,185000.0,190550.0
325846,Data Scientist,166075.0,171057.25
325851,Data Scientist,122934.0,126622.02
325945,Data Analyst,64800.0,66744.0
325996,Data Scientist,155000.0,159650.0
326101,Data Analyst,122500.0,126175.0
326107,Machine Learning Engineer,166000.0,170980.0
326115,Business Analyst,87500.0,90125.0
326143,Data Scientist,88128.0,90771.84
326155,Data Analyst,75000.0,77250.0
326243,Data Engineer,58300.0,60049.0
326404,Data Scientist,132500.0,136475.0
326439,Data Engineer,146000.0,150380.0
326481,Data Analyst,37500.0,38625.0
326604,Data Scientist,112500.0,115875.0
326641,Data Engineer,163500.0,168405.0
326694,Data Analyst,111175.0,114510.25
326725,Senior Data Scientist,160000.0,168000.0
326912,Data Engineer,173500.0,178705.0
326938,Data Engineer,137000.0,141110.0
327115,Data Engineer,110000.0,113300.0
327175,Data Analyst,95000.0,97850.0
327397,Data Scientist,224500.0,231235.0
327439,Data Engineer,140000.0,144200.0
327522,Senior Data Scientist,225000.0,236250.0
327643,Data Engineer,147730.59375,152162.5115625
327652,Data Engineer,130000.0,133900.0
327716,Senior Data Scientist,152000.0,159600.0
327717,Data Analyst,79200.0,81576.0
327780,Data Analyst,102500.0,105575.0
327810,Senior Data Analyst,115000.0,120750.0
327978,Data Analyst,93450.0,96253.5
328006,Data Engineer,115000.0,118450.0
328040,Data Scientist,155000.0,159650.0
328069,Data Engineer,152000.0,156560.0
328078,Data Scientist,219500.0,226085.0
328086,Data Scientist,79200.0,81576.0
328104,Data Analyst,87500.0,90125.0
328109,Senior Data Scientist,157500.0,165375.0
328117,Data Engineer,137500.0,141625.0
328152,Data Engineer,112500.0,115875.0
328227,Data Engineer,149874.0,154370.22
328262,Data Engineer,147500.0,151925.0
328322,Senior Data Engineer,145000.0,152250.0
328441,Data Analyst,132315.0,136284.45
328452,Senior Data Engineer,147500.0,154875.0
328458,Senior Data Analyst,240000.0,252000.0
328555,Data Engineer,147500.0,151925.0
328614,Data Scientist,155000.0,159650.0
328648,Data Scientist,189000.0,194670.0
328923,Data Engineer,169000.0,174070.0
328939,Data Engineer,147500.0,151925.0
328951,Data Engineer,171875.0,177031.25
328974,Data Engineer,175000.0,180250.0
329017,Data Scientist,100000.0,103000.0
329018,Data Scientist,141000.0,145230.0
329040,Data Analyst,77250.0,79567.5
329143,Data Engineer,75000.0,77250.0
329151,Data Engineer,160060.234375,164862.04140625
329191,Senior Data Scientist,185000.0,194250.0
329324,Data Scientist,130000.0,133900.0
329516,Senior Data Engineer,154000.0,161700.0
329585,Data Scientist,138000.0,142140.0
329759,Senior Data Analyst,143000.0,150150.0
329832,Data Analyst,82500.0,84975.0
329864,Machine Learning Engineer,210000.0,216300.0
329897,Data Engineer,147500.0,151925.0
329970,Senior Data Analyst,108700.0,114135.0
330021,Senior Data Engineer,151000.0,158550.0
330030,Data Analyst,40000.0,41200.0
330043,Data Analyst,45000.0,46350.0
330104,Senior Data Analyst,80903.0,84948.15000000001
330184,Data Analyst,77500.0,79825.0
330206,Data Engineer,170000.0,175100.0
330258,Data Engineer,144825.0,149169.75
330289,Senior Data Scientist,190000.0,199500.0
330297,Data Scientist,152650.0,157229.5
330324,Data Engineer,100000.0,103000.0
330365,Senior Data Analyst,135000.0,141750.0
330423,Data Engineer,147500.0,151925.0
330446,Data Engineer,130000.0,133900.0
330461,Data Engineer,182500.0,187975.0
330504,Data Analyst,110150.0,113454.5
330571,Data Engineer,122500.0,126175.0
330726,Data Engineer,107500.0,110725.0
330742,Data Engineer,227630.0,234458.9
330809,Software Engineer,105650.0,108819.5
331007,Senior Data Analyst,85000.0,89250.0
331078,Data Scientist,128464.0,132317.92
331089,Senior Data Engineer,173500.0,182175.0
331093,Data Scientist,157500.0,162225.0
331109,Data Scientist,157500.0,162225.0
331110,Machine Learning Engineer,166000.0,170980.0
331148,Data Scientist,131560.0,135506.80000000002
331197,Senior Data Engineer,147500.0,154875.0
331400,Data Engineer,108133.0,111376.99
331467,Data Scientist,105000.0,108150.0
331486,Senior Data Engineer,115735.0,121521.75
331506,Data Scientist,160000.0,164800.0
331558,Data Scientist,157500.0,162225.0
331633,Senior Data Analyst,115000.0,120750.0
331710,Data Engineer,87500.0,90125.0
331730,Senior Data Scientist,157500.0,165375.0
331747,Senior Data Analyst,120000.0,126000.0
331819,Data Analyst,111175.0,114510.25
331856,Data Scientist,119550.0,123136.5
331883,Data Engineer,147500.0,151925.0
331927,Data Engineer,198500.0,204455.0
331933,Data Scientist,120000.0,123600.0
331959,Senior Data Engineer,170672.0,179205.6
332010,Data Engineer,207500.0,213725.0
332050,Data Engineer,157500.0,162225.0
332065,Data Engineer,207500.0,213725.0
332124,Data Engineer,180000.0,185400.0
332391,Data Engineer,125000.0,128750.0
332426,Data Scientist,140500.0,144715.0
332429,Senior Data Scientist,152221.5,159832.575
332485,Senior Data Engineer,160000.0,168000.0
332571,Data Engineer,154000.0,158620.0
332590,Software Engineer,127500.0,131325.0
332636,Data Analyst,70000.0,72100.0
332646,Data Analyst,100500.0,103515.0
332658,Senior Data Engineer,132925.5,139571.775
332696,Senior Data Analyst,43031.0,45182.55
332738,Data Analyst,100700.0,103721.0
332762,Senior Data Engineer,125000.0,131250.0
332764,Data Analyst,53014.0,54604.42
332785,Data Scientist,164628.0,169566.84
332812,Data Scientist,217500.0,224025.0
332826,Senior Data Analyst,112500.0,118125.0
332829,Data Engineer,140000.0,144200.0
332883,Data Scientist,272500.0,280675.0
332903,Senior Data Engineer,173500.0,182175.0
332908,Data Scientist,152221.5,156788.145
332936,Data Scientist,75000.0,77250.0
332947,Senior Data Engineer,188000.0,197400.0
332952,Senior Data Scientist,181022.5,190073.625
332955,Data Scientist,157500.0,162225.0
332981,Senior Data Scientist,157500.0,165375.0
333009,Senior Data Engineer,173500.0,182175.0
333026,Data Engineer,95000.0,97850.0
333086,Data Engineer,100000.0,103000.0
333094,Data Scientist,93000.0,95790.0
333119,Data Analyst,77500.0,79825.0
333204,Senior Data Engineer,173500.0,182175.0
333222,Data Analyst,64800.0,66744.0
333227,Data Engineer,200000.0,206000.0
333260,Senior Data Scientist,160000.0,168000.0
333334,Senior Data Engineer,147500.0,154875.0
333382,Data Engineer,79200.0,81576.0
333468,Data Analyst,125540.0,129306.2
333567,Data Scientist,147500.0,151925.0
333718,Data Analyst,68500.0,70555.0
333727,Data Scientist,171500.0,176645.0
333777,Senior Data Analyst,90000.0,94500.0
333810,Data Engineer,155500.0,160165.0
333812,Data Engineer,146000.0,150380.0
333863,Machine Learning Engineer,145000.0,149350.0
333874,Data Analyst,56700.0,58401.0
333910,Data Engineer,170000.0,175100.0
333934,Data Scientist,84620.0,87158.6
333970,Data Engineer,142500.0,146775.0
334082,Data Engineer,65000.0,66950.0
334133,Data Analyst,75250.0,77507.5
334153,Data Analyst,51014.0,52544.42
334183,Data Analyst,72500.0,74675.0
334211,Senior Data Engineer,185000.0,194250.0
334218,Data Analyst,45000.0,46350.0
334253,Data Engineer,255000.0,262650.0
334304,Data Scientist,138937.5,143105.625
334391,Data Analyst,59000.0,60770.0
334411,Data Engineer,50000.0,51500.0
334464,Senior Data Engineer,147500.0,154875.0
334492,Data Scientist,124250.0,127977.5
334502,Data Engineer,94500.0,97335.0
334569,Data Analyst,82051.5,84513.045
334646,Data Analyst,150890.0,155416.7
334661,Senior Data Scientist,139500.0,146475.0
334677,Data Scientist,107000.0,110210.0
334821,Data Analyst,75000.0,77250.0
334832,Senior Data Scientist,79200.0,83160.0
334851,Data Analyst,92500.0,95275.0
334907,Senior Data Analyst,165000.0,173250.0
335036,Data Engineer,97444.0,100367.32
335067,Data Analyst,100000.0,103000.0
335112,Data Scientist,130500.0,134415.0
335117,Senior Data Scientist,157500.0,165375.0
335119,Data Scientist,55000.0,56650.0
335143,Data Analyst,53014.0,54604.42
335169,Data Engineer,140500.0,144715.0
335203,Data Scientist,75000.0,77250.0
335293,Data Scientist,130000.0,133900.0
335447,Data Analyst,65000.0,66950.0
335480,Data Engineer,146000.0,150380.0
335498,Data Scientist,170575.0,175692.25
335511,Senior Data Analyst,95000.0,99750.0
335605,Data Scientist,100000.0,103000.0
335781,Senior Data Engineer,187500.0,196875.0
335817,Senior Data Engineer,160000.0,168000.0
335822,Senior Data Engineer,122470.5,128594.02500000001
335880,Software Engineer,189000.0,194670.0
335931,Data Analyst,55000.0,56650.0
336040,Data Scientist,189970.6875,195669.808125
336077,Data Analyst,137500.0,141625.0
336118,Senior Data Scientist,187000.0,196350.0
336178,Data Engineer,85000.0,87550.0
336223,Senior Data Engineer,152500.0,160125.0
336268,Senior Data Scientist,98856.0,103798.8
336301,Data Scientist,162500.0,167375.0
336314,Senior Data Scientist,79200.0,83160.0
336327,Data Scientist,112000.0,115360.0
336377,Data Analyst,122000.0,125660.0
336428,Data Analyst,95005.0,97855.15000000001
336479,Data Engineer,136000.0,140080.0
336599,Data Engineer,163500.0,168405.0
336659,Data Engineer,96773.0,99676.19
336734,Machine Learning Engineer,166000.0,170980.0
336773,Data Scientist,140000.0,144200.0
336797,Data Scientist,125000.0,128750.0
336808,Software Engineer,140000.0,144200.0
336865,Data Engineer,288500.0,297155.0
336878,Senior Data Scientist,225000.0,236250.0
337010,Data Scientist,110000.0,113300.0
337060,Senior Data Analyst,180000.0,189000.0
337102,Data Engineer,208114.0,214357.42
337130,Data Scientist,162500.0,167375.0
337300,Software Engineer,89100.0,91773.0
337362,Senior Data Scientist,91800.0,96390.0
337409,Senior Data Engineer,150000.0,157500.0
337412,Data Scientist,190500.0,196215.0
337463,Data Scientist,124000.0,127720.0
337501,Data Scientist,119500.0,123085.0
337575,Senior Data Scientist,146000.0,153300.0
337607,Software Engineer,65769.0,67742.07
337820,Data Engineer,96773.0,99676.19
337852,Data Engineer,156000.0,160680.0
337890,Data Engineer,79200.0,81576.0
337956,Data Engineer,173500.0,178705.0
338005,Data Scientist,122500.0,126175.0
338029,Data Scientist,88128.0,90771.84
338132,Data Scientist,87000.0,89610.0
338212,Data Engineer,105000.0,108150.0
338248,Senior Data Engineer,138200.0,145110.0
338304,Data Engineer,155000.0,159650.0
338352,Senior Data Engineer,236500.0,248325.0
338453,Senior Data Engineer,133000.0,139650.0
338618,Data Engineer,147500.0,151925.0
338630,Software Engineer,89100.0,91773.0
338642,Data Engineer,85000.0,87550.0
338694,Data Analyst,85000.0,87550.0
338701,Senior Data Scientist,229000.0,240450.0
338702,Data Analyst,84850.0,87395.5
338802,Data Scientist,100300.0,103309.0
338804,Senior Data Engineer,147500.0,154875.0
338849,Data Engineer,80500.0,82915.0
338908,Data Engineer,147500.0,151925.0
338915,Data Engineer,165000.0,169950.0
338951,Data Engineer,135000.0,139050.0
339008,Data Scientist,180000.0,185400.0
339052,Data Scientist,72900.0,75087.0
339095,Senior Data Scientist,190500.0,200025.0
339191,Senior Data Scientist,168000.0,176400.0
339210,Data Analyst,52218.5,53785.055
339411,Senior Data Scientist,89100.0,93555.0
339438,Data Scientist,132500.0,136475.0
339465,Data Scientist,136400.0,140492.0
339533,Senior Data Engineer,160000.0,168000.0
339650,Senior Data Engineer,350000.0,367500.0
339652,Data Scientist,157500.0,162225.0
339692,Data Analyst,70000.0,72100.0
339747,Business Analyst,85000.0,87550.0
339870,Data Analyst,111175.0,114510.25
339901,Senior Data Scientist,91800.0,96390.0
339980,Data Scientist,64821.5,66766.145
339988,Senior Data Analyst,121500.0,127575.0
340074,Senior Data Scientist,137500.0,144375.0
340203,Data Analyst,111175.0,114510.25
340275,Data Engineer,127500.0,131325.0
340389,Data Analyst,84479.0,87013.37
340450,Senior Data Engineer,135000.0,141750.0
340457,Senior Data Engineer,184000.0,193200.0
340549,Data Analyst,115000.0,118450.0
340664,Data Scientist,125000.0,128750.0
340666,Senior Data Scientist,157500.0,165375.0
340815,Data Scientist,69962.5,72061.375
340846,Data Scientist,59480.0,61264.4
340909,Data Analyst,63500.0,65405.0
340940,Data Engineer,200256.0,206263.68
340962,Data Scientist,108133.0,111376.99
340984,Data Scientist,98901.5,101868.545
341109,Data Scientist,50400.0,51912.0
341246,Data Scientist,152650.0,157229.5
341399,Data Scientist,72870.0,75056.1
341579,Data Scientist,109500.0,112785.0
341667,Senior Data Analyst,128000.0,134400.0
341779,Senior Data Scientist,195000.0,204750.0
341859,Data Analyst,107000.0,110210.0
341884,Data Engineer,80000.0,82400.0
341886,Senior Data Scientist,150000.0,157500.0
341981,Data Scientist,180000.0,185400.0
342011,Data Analyst,85000.0,87550.0
342066,Data Scientist,137500.0,141625.0
342152,Data Analyst,97500.0,100425.0
342161,Data Scientist,194000.0,199820.0
342176,Data Analyst,102500.0,105575.0
342263,Data Scientist,90500.0,93215.0
342356,Senior Data Engineer,79200.0,83160.0
342366,Data Scientist,171000.0,176130.0
342371,Data Scientist,172000.0,177160.0
342437,Data Scientist,197500.0,203425.0
342462,Senior Data Engineer,150000.0,157500.0
342498,Data Scientist,205000.0,211150.0
342658,Business Analyst,80000.0,82400.0
342737,Data Scientist,83750.0,86262.5
342799,Data Engineer,160000.0,164800.0
342806,Data Analyst,105000.0,108150.0
342878,Data Engineer,90000.0,92700.0
342996,Data Scientist,157500.0,162225.0
343022,Senior Data Engineer,125000.0,131250.0
343262,Data Scientist,99876.2734375,102872.561640625
343288,Data Scientist,120000.0,123600.0
343340,Data Engineer,72000.0,74160.0
343375,Data Scientist,115000.0,118450.0
343560,Data Analyst,57500.0,59225.0
343569,Data Scientist,105300.0,108459.0
343584,Data Scientist,180000.0,185400.0
343688,Senior Data Engineer,138200.0,145110.0
343775,Data Analyst,100500.0,103515.0
343790,Data Engineer,125000.0,128750.0
343948,Data Scientist,205000.0,211150.0
343989,Data Analyst,107500.0,110725.0
344103,Data Scientist,117606.0,121134.18000000001
344154,Data Analyst,98500.0,101455.0
344179,Senior Data Engineer,140000.0,147000.0
344282,Data Analyst,109500.0,112785.0
344333,Data Analyst,175000.0,180250.0
344353,Data Scientist,69962.5,72061.375
344362,Data Scientist,185000.0,190550.0
344394,Data Engineer,150000.0,154500.0
344428,Data Scientist,171500.0,176645.0
344439,Data Scientist,100000.0,103000.0
344504,Software Engineer,90000.0,92700.0
344537,Data Engineer,147500.0,151925.0
344557,Data Analyst,117500.0,121025.0
344634,Software Engineer,146000.0,150380.0
344791,Data Engineer,147500.0,151925.0
344799,Business Analyst,81200.0,83636.0
344847,Data Analyst,80000.0,82400.0
344862,Senior Data Engineer,120000.0,126000.0
344993,Senior Data Analyst,97517.5,102393.375
344997,Data Analyst,53014.0,54604.42
345067,Data Scientist,229500.0,236385.0
345103,Data Analyst,45000.0,46350.0
345192,Data Scientist,119550.0,123136.5
345193,Data Engineer,147500.0,151925.0
345235,Data Analyst,66250.0,68237.5
345237,Data Scientist,175000.0,180250.0
345325,Cloud Engineer,57600.0,59328.0
345400,Data Scientist,150000.0,154500.0
345428,Data Scientist,152500.0,157075.0
345515,Senior Data Scientist,163000.0,171150.0
345573,Data Scientist,182000.0,187460.0
345613,Data Engineer,132500.0,136475.0
345619,Data Analyst,130000.0,133900.0
345642,Data Scientist,95000.0,97850.0
345779,Senior Data Scientist,145000.0,152250.0
345799,Senior Data Engineer,147500.0,154875.0
345818,Software Engineer,176842.0,182147.26
345820,Data Engineer,165000.0,169950.0
345853,Senior Data Engineer,147500.0,154875.0
346006,Senior Data Engineer,200000.0,210000.0
346067,Data Analyst,105000.0,108150.0
346087,Data Engineer,147500.0,151925.0
346175,Data Analyst,97500.0,100425.0
346256,Senior Data Scientist,79200.0,83160.0
346275,Data Engineer,133000.0,136990.0
346316,Data Analyst,85000.0,87550.0
346338,Data Scientist,145000.0,149350.0
346545,Data Engineer,147500.0,151925.0
346881,Data Analyst,159133.0,163906.99
346902,Data Scientist,140904.5,145131.635
346947,Data Scientist,177500.0,182825.0
346967,Data Analyst,90000.0,92700.0
347004,Data Scientist,210000.0,216300.0
347075,Data Scientist,112500.0,115875.0
347152,Data Scientist,93045.0,95836.35
347203,Data Analyst,137500.0,141625.0
347233,Data Scientist,79200.0,81576.0
347266,Senior Data Analyst,85000.0,89250.0
347398,Data Engineer,211000.0,217330.0
347587,Data Analyst,110924.5,114252.235
347648,Data Scientist,131560.0,135506.80000000002
347696,Data Scientist,139000.0,143170.0
347717,Data Engineer,94500.0,97335.0
347823,Data Scientist,149287.5,153766.125
347895,Data Analyst,56700.0,58401.0
347902,Data Engineer,112000.0,115360.0
347936,Data Engineer,118650.0,122209.5
347948,Machine Learning Engineer,89100.0,91773.0
347953,Data Analyst,100000.0,103000.0
348006,Senior Data Scientist,202000.0,212100.0
348010,Data Scientist,145000.0,149350.0
348035,Senior Data Analyst,130000.0,136500.0
348072,Data Analyst,65000.0,66950.0
348157,Data Analyst,67500.0,69525.0
348167,Data Analyst,130000.0,133900.0
348179,Data Scientist,140000.0,144200.0
348240,Data Analyst,51000.0,52530.0
348274,Data Scientist,145500.0,149865.0
348292,Data Scientist,190000.0,195700.0
348478,Machine Learning Engineer,166000.0,170980.0
348490,Data Analyst,110000.0,113300.0
348682,Machine Learning Engineer,200000.0,206000.0
348693,Data Engineer,98283.0,101231.49
348724,Senior Data Scientist,148000.0,155400.0
348727,Data Scientist,63464.0,65367.92
348803,Data Analyst,70000.0,72100.0
348873,Data Scientist,55000.0,56650.0
348935,Data Analyst,115000.0,118450.0
348988,Data Scientist,64800.0,66744.0
349131,Data Analyst,111175.0,114510.25
349177,Senior Data Analyst,126100.0,132405.0
349206,Data Scientist,97444.0,100367.32
349392,Data Engineer,78295.5,80644.365
349396,Data Engineer,158000.0,162740.0
349416,Data Scientist,43000.0,44290.0
349467,Data Analyst,111175.0,114510.25
349496,Senior Data Analyst,90000.0,94500.0
349497,Data Scientist,258000.0,265740.0
349533,Machine Learning Engineer,157500.0,162225.0
349538,Senior Data Scientist,158025.0,165926.25
349676,Data Scientist,93223.0,96019.69
349724,Data Scientist,117823.5,121358.205
349909,Data Analyst,80000.0,82400.0
349988,Data Scientist,64800.0,66744.0
349992,Data Engineer,127500.0,131325.0
350188,Senior Data Scientist,125250.0,131512.5
350303,Data Engineer,140000.0,144200.0
350320,Senior Data Scientist,157500.0,165375.0
350324,Data Engineer,136384.5,140476.035
350349,Data Analyst,60000.0,61800.0
350370,Cloud Engineer,64800.0,66744.0
350467,Data Engineer,65000.0,66950.0
350506,Data Engineer,232500.0,239475.0
350531,Data Analyst,111202.0,114538.06
350559,Data Analyst,72500.0,74675.0
350575,Data Analyst,105000.0,108150.0
350606,Data Scientist,111500.0,114845.0
350810,Data Analyst,70000.0,72100.0
350921,Data Scientist,150000.0,154500.0
350964,Data Scientist,69962.5,72061.375
350971,Senior Data Engineer,165000.0,173250.0
351016,Data Analyst,40000.0,41200.0
351027,Senior Data Scientist,133000.0,139650.0
351110,Data Scientist,154000.0,158620.0
351126,Data Analyst,110000.0,113300.0
351134,Data Scientist,113500.0,116905.0
351231,Data Scientist,113269.5,116667.585
351367,Data Analyst,92500.0,95275.0
351524,Data Scientist,87500.0,90125.0
351539,Data Scientist,127500.0,131325.0
351549,Data Scientist,104830.0,107974.90000000001
351640,Senior Data Scientist,169347.5,177814.875
351645,Data Analyst,80850.0,83275.5
351656,Senior Data Analyst,119400.0,125370.0
351717,Data Analyst,82750.0,85232.5
351821,Data Scientist,113500.0,116905.0
351859,Senior Data Analyst,97500.0,102375.0
351888,Data Scientist,170000.0,175100.0
351893,Data Scientist,131560.0,135506.80000000002
351950,Data Analyst,156000.0,160680.0
351983,Senior Data Scientist,175875.0,184668.75
351989,Senior Data Scientist,200000.0,210000.0
352037,Data Analyst,122000.0,125660.0
352040,Data Scientist,90000.0,92700.0
352108,Machine Learning Engineer,89100.0,91773.0
352151,Data Engineer,194500.0,200335.0
352155,Data Scientist,216000.0,222480.0
352183,Data Scientist,178000.0,183340.0
352243,Software Engineer,100000.0,103000.0
352328,Data Scientist,157500.0,162225.0
352389,Senior Data Scientist,185000.0,194250.0
352450,Machine Learning Engineer,195000.0,200850.0
352488,Data Analyst,75000.0,77250.0
352542,Senior Data Analyst,70000.0,73500.0
352570,Data Engineer,232500.0,239475.0
352657,Data Scientist,233500.0,240505.0
352747,Data Analyst,52000.0,53560.0
352789,Data Engineer,147500.0,151925.0
352820,Data Scientist,142500.0,146775.0
352846,Machine Learning Engineer,90000.0,92700.0
352991,Senior Data Engineer,171620.0,180201.0
353062,Data Engineer,135000.0,139050.0
353408,Machine Learning Engineer,44418.5,45751.055
353470,Software Engineer,89100.0,91773.0
353508,Senior Data Analyst,110000.0,115500.0
353512,Data Scientist,55000.0,56650.0
353525,Data Scientist,137000.0,141110.0
353617,Software Engineer,79200.0,81576.0
353761,Data Scientist,177500.0,182825.0
353814,Business Analyst,42700.0,43981.0
354007,Data Analyst,89315.203125,91994.65921875
354017,Data Engineer,154000.0,158620.0
354057,Data Engineer,80000.0,82400.0
354088,Data Analyst,112500.0,115875.0
354101,Data Engineer,288500.0,297155.0
354185,Data Engineer,249000.0,256470.0
354257,Software Engineer,44418.5,45751.055
354268,Senior Data Analyst,128000.0,134400.0
354350,Data Scientist,99955.0,102953.65000000001
354375,Senior Data Analyst,200000.0,210000.0
354413,Data Scientist,195500.0,201365.0
354628,Data Scientist,208000.0,214240.0
354793,Data Scientist,97500.0,100425.0
354806,Data Analyst,89000.0,91670.0
354845,Software Engineer,65684.0,67654.52
354860,Data Engineer,173500.0,178705.0
354888,Senior Data Engineer,137500.0,144375.0
354979,Data Scientist,225000.0,231750.0
355132,Data Engineer,110000.0,113300.0
355207,Business Analyst,64800.0,66744.0
355272,Data Engineer,165000.0,169950.0
355277,Data Scientist,277500.0,285825.0
355313,Data Analyst,77685.5,80016.065
355333,Data Scientist,212500.0,218875.0
355525,Data Scientist,50400.0,51912.0
355526,Senior Data Scientist,79200.0,83160.0
355613,Data Scientist,95326.0,98185.78
355624,Data Scientist,90000.0,92700.0
355630,Senior Data Scientist,90000.0,94500.0
355742,Data Analyst,110000.0,113300.0
355800,Data Scientist,140000.0,144200.0
355810,Software Engineer,99150.0,102124.5
355814,Data Scientist,164497.5,169432.42500000002
355835,Data Analyst,134000.0,138020.0
355904,Data Scientist,167375.0,172396.25
355911,Data Engineer,146000.0,150380.0
356028,Senior Data Scientist,110000.0,115500.0
356049,Data Analyst,73264.0,75461.92
356267,Data Scientist,75782.0,78055.46
356340,Data Engineer,137500.0,141625.0
356366,Senior Data Engineer,147500.0,154875.0
356435,Data Scientist,151500.0,156045.0
356831,Senior Data Scientist,125000.0,131250.0
356834,Data Scientist,162500.0,167375.0
356896,Data Analyst,97500.0,100425.0
356939,Data Scientist,100051.0,103052.53
356965,Data Scientist,155000.0,159650.0
356982,Data Scientist,88000.0,90640.0
357050,Machine Learning Engineer,166000.0,170980.0
357051,Data Scientist,152221.5,156788.145
357082,Senior Data Scientist,177000.0,185850.0
357116,Data Scientist,180000.0,185400.0
357141,Machine Learning Engineer,99150.0,102124.5
357206,Data Scientist,134000.0,138020.0
357246,Data Analyst,155000.0,159650.0
357284,Data Analyst,100500.0,103515.0
357340,Senior Data Scientist,135000.0,141750.0
357371,Data Engineer,147500.0,151925.0
357443,Data Scientist,92500.0,95275.0
357470,Data Analyst,110150.0,113454.5
357476,Data Analyst,50400.0,51912.0
357504,Data Scientist,182375.0,187846.25
357560,Senior Data Scientist,225000.0,236250.0
